Notes offered by Prospectus (https://www.lendingclub.com/info/prospectus.action)
"id","member_id","loan_amnt","funded_amnt","funded_amnt_inv","term","int_rate","installment","grade","sub_grade","emp_title","emp_length","home_ownership","annual_inc","is_inc_v","accept_d","exp_d","list_d","issue_d","loan_status","pymnt_plan","url","desc","purpose","title","addr_city","addr_state","acc_now_delinq","acc_open_past_24mths","bc_open_to_buy","percent_bc_gt_75","bc_util","dti","delinq_2yrs","delinq_amnt","earliest_cr_line","fico_range_low","fico_range_high","inq_last_6mths","mths_since_last_delinq","mths_since_last_record","mths_since_recent_inq","mths_since_recent_revol_delinq","mths_since_recent_bc","mort_acc","open_acc","pub_rec","total_bal_ex_mort","revol_bal","revol_util","total_bc_limit","total_acc","initial_list_status","out_prncp","out_prncp_inv","total_pymnt","total_pymnt_inv","total_rec_prncp","total_rec_int","total_rec_late_fee","recoveries","collection_recovery_fee","last_pymnt_d","last_pymnt_amnt","next_pymnt_d","last_credit_pull_d","last_fico_range_high","last_fico_range_low","total_il_high_credit_limit","num_rev_accts","mths_since_recent_bc_dlq","pub_rec_bankruptcies","num_accts_ever_120_pd","chargeoff_within_12_mths","collections_12_mths_ex_med","tax_liens","mths_since_last_major_derog","num_sats","num_tl_op_past_12m","mo_sin_rcnt_tl","tot_hi_cred_lim","tot_cur_bal","avg_cur_bal","num_bc_tl","num_actv_bc_tl","num_bc_sats","pct_tl_nvr_dlq","num_tl_90g_dpd_24m","num_tl_30dpd","num_tl_120dpd_2m","num_il_tl","mo_sin_old_il_acct","num_actv_rev_tl","mo_sin_old_rev_tl_op","mo_sin_rcnt_rev_tl_op","total_rev_hi_lim","num_rev_tl_bal_gt_0","num_op_rev_tl","tot_coll_amt","policy_code"
"19937620","22160318","15750","15750","15750"," 60 months"," 17.57%","396.28","D","D4","Professional Banker V","3 years","RENT","35000","Source Verified","2014-06-19","2014-07-03","2014-06-19","2014-06-25","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=19937620","","debt_consolidation","Debt consolidation","SPARKS","NV","0","6","5216","50","57.6","34.02","0","0","2007-11-18 04:00","725","729","0","","","21","","35","0","12","0","69001","9647","42.9%","12300","24","w","15416.23","15416.23","792.56","792.56","333.77","458.79","0.0","0.0","0.0","2014-08-28","396.28","2014-09-25","2014-08-21","824","820","73388","10","","0","0","0","0","0","","12","2","10","95888","69001","5750","4","4","4","100","0","0","0","14","70","7","79","12","22500","7","9","0","1"
"17734987","19867475","10300","10300","10300"," 60 months"," 25.99%","308.33","G","G4","","n/a","OWN","50000","Verified","2014-06-19","2014-07-03","2014-06-19","2014-06-24","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=17734987","","home_improvement","Home improvement","Detroit","MI","0","5","4065","20","45.1","21.27","0","0","2010-03-25 05:00","665","669","2","","104","5","","5","0","13","2","17213","11848","55.9%","7400","15","f","10127.66","10127.66","616.66","616.66","172.34","444.32","0.0","0.0","0.0","2014-08-28","308.33","2014-09-24","2014-08-21","669","665","12825","13","","1","0","0","0","1","","13","4","5","34025","17213","1324","7","3","5","100","0","0","0","2","34","8","50","5","21200","8","11","0","1"
"20007563","22230273","6500","6500","6500"," 36 months"," 14.99%","225.3","C","C5","center manager","10+ years","MORTGAGE","42000","Source Verified","2014-06-19","2014-07-03","2014-06-19","2014-06-24","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=20007563","","vacation","Vacation","HOUSTON","TX","0","8","1786","20","47.5","26.43","0","0","2004-06-18 05:00","660","664","2","60","","3","","13","1","13","0","30605","1759","7.9%","3400","21","f","6209.99","6209.99","450.6","450.60","290.01","160.59","0.0","0.0","0.0","2014-08-28","225.3","2014-09-24","2014-08-21","664","660","38653","9","","0","0","0","0","0","","13","3","0","185120","149715","13610","6","3","5","90.5","0","0","0","9","120","4","85","0","22200","4","8","1836","1"
"19977563","22200291","16375","16375","16375"," 60 months"," 18.99%","424.69","E","E1","Teacher","3 years","MORTGAGE","39000","Not Verified","2014-06-19","2014-07-03","2014-06-19","2014-06-23","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=19977563","","debt_consolidation","Debt consolidation","High Point ","NC","0","4","4975","60","63.7","16.06","0","0","2003-04-18 05:00","670","674","0","57","","7","","5","2","9","0","59334","8725","60.2%","13700","37","w","16041.27","16041.27","849.38","849.38","333.73","515.65","0.0","0.0","0.0","2014-08-28","424.69","2014-09-23","2014-08-21","674","670","50702","7","","0","1","0","0","0","57","9","3","5","187602","153921","19240","5","4","5","91.7","0","0","0","27","134","4","107","5","14500","4","7","729","1"
"19977694","22200394","10000","10000","10000"," 36 months"," 11.67%","330.57","B","B4","EVS","9 years","RENT","38000","Source Verified","2014-06-19","2014-07-03","2014-06-19","2014-06-24","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=19977694","","home_improvement","Home improvement","Prescott","AZ","0","6","5383","20","49.2","25.87","0","0","2004-10-18 05:00","705","709","2","","","4","","11","0","14","0","43137","7095","38.4%","10600","26","f","9531.09","9531.09","661.14","661.14","468.91","192.23","0.0","0.0","0.0","2014-08-28","330.57","2014-09-24","2014-08-21","719","715","39570","17","","0","0","0","0","0","","14","2","10","58070","43137","3318","5","4","5","100","0","0","0","9","116","8","116","11","18500","8","13","0","1"
"19987691","22210415","7700","7700","7700"," 36 months"," 16.99%","274.49","D","D3","management analyst","5 years","MORTGAGE","125000","Source Verified","2014-06-19","2014-07-03","2014-06-19","2014-06-24","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=19987691","","credit_card","Credit card refinancing","BURKE","VA","0","11","0","100","121.8","3.8","0","0","2000-11-18 04:00","665","669","1","48","","6","","36","5","14","0","84926","2301","104.6%","500","29","w","7366.72","7366.72","548.98","548.98","333.28","215.70","0.0","0.0","0.0","2014-09-08","274.49","2014-09-24","2014-08-21","634","630","78005","6","","0","1","0","0","0","48","14","2","6","80205","84926","6066","4","1","1","93.1","0","0","0","18","163","3","76","19","2200","3","3","0","1"
"19977487","22200216","28000","28000","28000"," 60 months"," 15.61%","675.12","D","D1","General Manager","10+ years","MORTGAGE","100000","Source Verified","2014-06-19","2014-07-03","2014-06-19","2014-06-26","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=19977487","","debt_consolidation","Debt consolidation","BAY CITY","TX","0","3","4504","66.7","74.1","11.52","0","0","1985-07-18 05:00","670","674","0","33","","8","33","26","0","10","0","28407","28407","68.5%","17400","19","w","27374.18","27374.18","1350.24","1350.24","625.82","724.42","0.0","0.0","0.0","2014-09-05","675.12","2014-10-01","2014-08-21","729","725","0","16","33","0","0","0","0","0","","10","1","1","41500","28407","2841","5","3","3","94.7","0","0","0","3","143","7","347","1","41500","7","10","0","1"
"19937237","22159962","6000","6000","6000"," 36 months"," 12.99%","202.14","C","C1","Shift Supervisor","6 years","RENT","30000","Not Verified","2014-06-19","2014-07-03","2014-06-19","2014-06-23","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=19937237","","debt_consolidation","Debt consolidation","LOOMIS","CA","0","2","752","100","81.7","13.88","1","0","2008-07-17 05:00","660","664","0","15","","13","15","2","0","5","0","6450","4181","65.3%","4100","7","w","5724.13","5724.13","404.28","404.28","275.87","128.41","0.0","0.0","0.0","2014-08-28","202.14","2014-09-23","2014-08-21","694","690","8759","6","","0","0","0","0","0","","5","1","2","15159","6450","1290","2","2","2","85.7","0","0","0","1","49","4","71","2","6400","4","4","0","1"
"19936976","22159722","10400","10400","10400"," 36 months"," 10.99%","340.44","B","B3","Detective","10+ years","RENT","100000","Not Verified","2014-06-19","2014-07-03","2014-06-19","2014-06-25","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=19936976","","debt_consolidation","Debt consolidation","Nipomo","CA","0","4","4909","16.7","53.2","9.68","1","0","1988-04-17 05:00","695","699","2","8","","2","8","2","3","11","0","23918","8145","39.7%","10500","43","f","9907.37","9907.37","680.88","680.88","492.63","188.25","0.0","0.0","0.0","2014-08-28","340.44","2014-09-25","2014-08-21","689","685","20280","33","46","0","11","0","0","0","8","11","4","2","40780","23918","2174","19","5","6","74.4","1","0","0","6","134","9","314","2","20500","9","10","0","1"
"19887600","22110317","3500","3500","3500"," 36 months"," 10.15%","113.19","B","B2","Nuclear Medicine Technologist","< 1 year","RENT","35000","Not Verified","2014-06-19","2014-07-03","2014-06-19","2014-06-24","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=19887600","","credit_card","Credit card refinancing","Franklin","TN","0","3","4036","0","49.5","7.54","0","0","2010-09-18 05:00","705","709","0","","","16","","18","0","5","0","12244","3964","49.5%","8000","5","f","3332.12","3332.12","226.38","226.38","167.88","58.50","0.0","0.0","0.0","2014-09-05","113.19","2014-09-30","2014-08-21","744","740","8000","2","","0","0","0","0","0","","5","0","15","16000","12244","2449","2","1","2","100","0","0","0","3","45","1","22","18","8000","1","2","0","1"
"19887521","22110254","2800","2800","2800"," 36 months"," 15.61%","97.91","D","D1","Billing Coordinator","10+ years","MORTGAGE","42000","Not Verified","2014-06-19","2014-07-03","2014-06-19","2014-06-25","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=19887521","","debt_consolidation","Debt consolidation","SURPRISE","AZ","0","5","53","100","98.2","20.86","0","0","2005-06-18 05:00","660","664","2","48","","4","48","10","0","8","0","36904","4852","55.1%","3000","14","w","2676.23","2676.23","195.82","195.82","123.77","72.05","0.0","0.0","0.0","2014-08-28","97.91","2014-09-25","2014-08-21","679","675","32714","8","48","0","1","0","0","0","48","8","3","4","41514","36904","4613","5","2","2","85.7","0","0","0","6","108","4","95","10","8800","4","4","0","1"
"19957530","22180259","32000","32000","32000"," 60 months"," 15.61%","771.57","D","D1","International Trade Development Manager","< 1 year","MORTGAGE","100000","Source Verified","2014-06-19","2014-07-03","2014-06-19","2014-06-30","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=19957530","","credit_card","Credit card refinancing","HUDSONVILLE","MI","0","2","11464","42.9","74.2","20.5","0","0","1999-05-18 05:00","660","664","1","31","","0","31","36","3","11","0","91669","33036","71.8%","44500","24","f","31284.77","31284.77","1543.14","1543.14","715.23","827.91","0.0","0.0","0.0","2014-09-05","771.57","2014-09-30","2014-08-21","729","725","65983","10","31","0","0","0","0","0","","11","2","6","311903","290028","26366","8","7","7","95.8","0","0","0","11","178","7","181","36","46000","7","8","0","1"
"19907605","22130322","6600","6600","6600"," 36 months"," 12.99%","222.35","C","C1","Sr Acquistion Specialist","5 years","MORTGAGE","94000","Not Verified","2014-06-19","2014-07-03","2014-06-19","2014-06-26","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=19907605","","credit_card","Credit card refinancing","sterling ","VA","0","2","181","100","99.4","20.49","1","0","2002-01-18 04:00","675","679","0","7","","14","7","26","2","10","0","41001","29219","96.1%","29400","19","f","6296.56","6296.56","444.7","444.70","303.44","141.26","0.0","0.0","0.0","2014-08-29","222.35","2014-09-26","2014-08-21","684","680","41037","11","","0","0","0","0","0","","10","2","8","415937","378698","42078","9","4","5","94.7","0","0","0","6","146","4","149","26","30400","4","6","0","1"
"17645698","19778151","25000","25000","25000"," 60 months"," 14.49%","588.08","C","C4","electrical estimator","10+ years","MORTGAGE","60320","Source Verified","2014-06-19","2014-07-03","2014-06-19","2014-06-25","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=17645698","","debt_consolidation","Debt consolidation","HOUSTON","TX","0","5","18959","40","50.9","18.96","0","0","1991-01-26 04:00","770","774","0","","","14","","22","2","15","0","30574","19641","29.8%","38600","25","w","24424.13","24424.13","1176.16","1176.16","575.87","600.29","0.0","0.0","0.0","2014-08-28","588.08","2014-09-25","2014-08-21","794","790","15000","20","","0","0","0","0","0","","15","1","5","153257","98165","7012","10","2","5","100","0","0","0","3","108","2","280","5","65900","2","13","0","1"
"17794010","19926541","20000","20000","20000"," 60 months"," 17.57%","503.21","D","D4","Teacher","10+ years","RENT","69000","Source Verified","2014-06-19","2014-07-03","2014-06-19","2014-06-25","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=17794010","","debt_consolidation","Debt consolidation","Williamstown ","NJ","0","6","8160","60","81.2","9.29","0","0","1986-04-18 04:00","695","699","2","62","","2","63","6","4","9","0","35240","35240","72.4%","43400","42","w","19576.17","19576.17","1006.42","1006.42","423.83","582.59","0.0","0.0","0.0","2014-08-28","503.21","2014-09-25","2014-08-21","714","710","0","29","63","0","0","0","0","0","","9","2","6","48700","35240","3916","18","4","5","95.1","0","0","0","9","149","4","338","6","48700","4","9","0","1"
"19576731","21799469","23500","23500","23500"," 36 months"," 10.99%","769.25","B","B3","Lawyer","10+ years","MORTGAGE","208000","Verified","2014-06-19","2014-07-03","2014-06-19","2014-06-25","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=19576731","","debt_consolidation","Debt consolidation","SAN JOSE","CA","0","6","1880","75","92.6","14.66","0","0","1991-12-13 04:00","690","694","0","","","9","","26","6","18","0","186433","33567","80.9%","25500","40","w","22386.87","22386.87","1538.5","1538.50","1113.13","425.37","0.0","0.0","0.0","2014-08-28","769.25","2014-09-25","2014-08-21","694","690","165913","15","","0","0","0","0","0","","18","3","3","828188","773846","42991","8","4","4","100","0","0","0","18","226","5","260","3","41500","5","6","0","1"
"17634803","19767296","11000","11000","11000"," 60 months"," 22.15%","304.75","E","E5","CAD Drafter","3 years","RENT","50002","Verified","2014-06-19","2014-07-03","2014-06-19","2014-06-25","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=17634803","","credit_card","Credit card refinancing","TOMBALL","TX","0","5","12031","33.3","17","7.39","0","0","2003-02-24 04:00","665","669","1","30","","1","30","2","0","8","0","35692","3655","21.1%","14500","35","w","10794.71","10794.71","609.5","609.50","205.29","404.21","0.0","0.0","0.0","2014-08-28","304.75","2014-09-25","2014-08-21","679","675","33930","17","30","0","3","0","0","0","51","8","3","2","51230","35692","4462","14","5","6","77.1","0","0","0","18","135","6","135","2","17300","6","7","1807","1"
"19406291","21619037","25525","25525","25525"," 60 months"," 16.99%","634.23","D","D3","Attorney","10+ years","MORTGAGE","125000","Source Verified","2014-06-19","2014-07-03","2014-06-19","2014-06-23","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=19406291","","credit_card","Credit card refinancing","EL PASO","TX","0","3","881","100","93.7","20.52","0","0","1996-12-12 04:00","700","704","0","49","","23","","38","2","13","0","117650","17776","91.2%","14000","33","f","24975.46","24975.46","1268.46","1268.46","549.54","718.92","0.0","0.0","0.0","2014-09-05","634.23","2014-10-01","2014-08-21","709","705","152219","17","","0","0","0","0","0","","13","1","12","429969","366264","28174","10","5","5","100","0","0","0","14","210","7","150","38","19500","7","8","0","1"
"15731582","17823981","10000","10000","10000"," 36 months"," 14.49%","344.17","C","C4","Hair colorist","6 years","RENT","50000","Source Verified","2014-06-19","2014-07-03","2014-06-19","2014-06-25","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=15731582","","medical","Medical expenses","Astoria ","NY","0","2","6733","0","26","14.35","2","0","2005-08-18 05:00","690","694","0","4","","21","30","3","0","11","0","21220","2367","18.8%","9100","23","w","9550.46","9550.46","688.34","688.34","449.54","238.80","0.0","0.0","0.0","2014-08-28","344.17","2014-09-25","2014-08-21","709","705","38278","9","30","0","2","0","0","0","4","11","1","3","50878","21220","1929","7","1","4","81","2","0","0","14","106","1","91","3","12600","1","5","0","1"
"17934980","20087436","23800","23800","23800"," 60 months"," 25.83%","710.19","G","G2","owner","6 years","RENT","70000","Not Verified","2014-06-19","2014-07-03","2014-06-19","2014-06-24","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=17934980","","other","Other","Warminster","PA","0","5","15323","42.9","51.2","5.78","1","0","2006-02-05 04:00","665","669","3","14","","1","14","5","0","13","0","16883","16077","49%","31400","27","w","23399.95","23399.95","1420.38","1420.38","400.05","1020.33","0.0","0.0","0.0","2014-08-28","710.19","2014-09-24","2014-08-21","569","565","1106","24","14","0","1","0","0","0","14","13","3","1","33906","16883","1535","15","4","7","96.3","1","0","0","2","48","4","100","1","32800","4","12","70","1"
"19987475","22210220","26575","26575","26575"," 60 months"," 22.15%","736.25","E","E5","Forester","10+ years","MORTGAGE","70000","Source Verified","2014-06-19","2014-07-03","2014-06-19","2014-06-24","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=19987475","","debt_consolidation","Debt consolidation","montrose","MI","0","5","5871","33.3","41.3","15.12","1","0","2004-06-18 05:00","690","694","3","17","","0","17","8","4","10","0","31490","6569","45.1%","10000","27","w","26079.02","26079.02","1472.5","1472.50","495.98","976.52","0.0","0.0","0.0","2014-08-28","736.25","2014-09-24","2014-08-21","699","695","26992","13","","0","0","0","0","0","","10","3","3","173394","152915","16991","9","3","4","96","0","0","0","10","120","6","104","3","14300","6","7","117","1"
"19957463","22180192","14400","14400","14400"," 36 months"," 10.15%","465.67","B","B2","SALES MANAGER","< 1 year","RENT","90000","Source Verified","2014-06-19","2014-07-03","2014-06-19","2014-06-24","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=19957463","","debt_consolidation","Debt consolidation","HOUSTON","TX","0","2","2551","66.7","83.4","18.73","0","0","1999-03-18 04:00","685","689","0","38","","11","","6","2","14","0","21031","12849","81.8%","15400","40","f","13709.35","13709.35","931.34","931.34","690.65","240.69","0.0","0.0","0.0","2014-09-09","465.67","2014-09-24","2014-08-21","699","695","33753","30","","0","1","0","0","0","38","13","2","6","49453","21031","1753","19","9","10","96.4","0","0","0","7","145","9","183","6","15700","9","11","0","1"
"19967518","22190243","2000","2000","2000"," 36 months"," 18.99%","73.31","E","E1","Sourcing Specialist ","10+ years","OWN","58400","Source Verified","2014-06-19","2014-07-03","2014-06-19","2014-06-23","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=19967518","","other","Other","Rockford","IL","0","5","385","100","97.5","8.82","1","0","1992-06-18 05:00","670","674","1","12","","3","12","13","0","16","0","55449","15126","95.1%","15400","32","w","1916.02","1916.02","146.62","146.62","83.98","62.64","0.0","0.0","0.0","2014-08-28","73.31","2014-09-23","2014-08-21","669","665","53722","13","12","0","7","0","0","0","33","16","1","2","69622","55449","3961","6","3","4","62.5","0","0","0","19","261","4","264","2","15900","4","6","0","1"
